Decision,RelativePath,SizeBytes,Status
remove,"sfx/magic/general/Spells Variations Vol 4/Lumen Chimes/MAGSpel_Lumen Chimes 04_KRST.wav",6800222,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Lumen Chimes/MAGSpel_Lumen Chimes 05_KRST.wav",7288730,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Lumen Chimes/MAGSpel_Lumen Chimes 06_KRST.wav",6700394,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Lumen Chimes/MAGSpel_Lumen Chimes 07_KRST.wav",7444952,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Lumen Chimes/MAGSpel_Lumen Chimes 08_KRST.wav",5465744,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 01_KRST.wav",7737110,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 02_KRST.wav",5764136,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 03_KRST.wav",6402702,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 04_KRST.wav",7211982,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 05_KRST.wav",8020310,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 06_KRST.wav",7020950,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 07_KRST.wav",7438802,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 08_KRST.wav",7990550,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 09_KRST.wav",8602070,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 10_KRST.wav",7042062,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 11_KRST.wav",7007138,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 12_KRST.wav",8173902,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 13_KRST.wav",7781270,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 14_KRST.wav",7818710,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 15_KRST.wav",8124032,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 16_KRST.wav",7757270,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 17_KRST.wav",6876950,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Mistwhisper/MAGElem_Mistwhisper 18_KRST.wav",7826390,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 01_KRST.wav",2904812,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 02_KRST.wav",2882252,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 03_KRST.wav",2598572,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 04_KRST.wav",3231692,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 05_KRST.wav",3959198,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 06_KRST.wav",2645612,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 07_KRST.wav",3433292,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 08_KRST.wav",2725276,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 09_KRST.wav",3199526,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 10_KRST.wav",3208534,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 11_KRST.wav",3286372,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 12_KRST.wav",3107848,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 13_KRST.wav",3058364,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 14_KRST.wav",3010372,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 15_KRST.wav",2899012,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Monolith Crush/MAGElem_Monolith Crush 16_KRST.wav",3822028,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 01_KRST.wav",7885190,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 02_KRST.wav",6531202,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 03_KRST.wav",6249544,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 04_KRST.wav",7756782,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 05_KRST.wav",6002070,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 06_KRST.wav",5709018,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 07_KRST.wav",4352730,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 08_KRST.wav",5759322,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 09_KRST.wav",7629918,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 10_KRST.wav",7027522,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 11_KRST.wav",9235380,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Noctis Rite/MAGSpel_Noctis Rite 12_KRST.wav",8623716,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 01_KRST.wav",5891228,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 02_KRST.wav",4323110,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 03_KRST.wav",5966348,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 04_KRST.wav",5786820,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 05_KRST.wav",5972108,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 06_KRST.wav",4827602,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 07_KRST.wav",6006464,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 08_KRST.wav",5474828,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 09_KRST.wav",7651696,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Oblivion Slam/MAGEvil_Oblivion Slam 10_KRST.wav",6001148,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Radiant Charge/MAGSpel_Radiant Charge 01_KRST.wav",7503216,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Radiant Charge/MAGSpel_Radiant Charge 02_KRST.wav",7152816,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 01_KRST.wav",5783830,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 02_KRST.wav",7774886,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 03_KRST.wav",8068646,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 04_KRST.wav",5759012,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 05_KRST.wav",7102250,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 06_KRST.wav",7506176,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 07_KRST.wav",7824806,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 08_KRST.wav",8207960,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 09_KRST.wav",5773326,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 10_KRST.wav",7316486,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Spellblade Rush/MAGSpel_Spellblade Rush 11_KRST.wav",5863526,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 01_KRST.wav",5228146,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 02_KRST.wav",5105920,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 03_KRST.wav",4981522,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 04_KRST.wav",4683232,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 05_KRST.wav",5209300,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Stonebind/MAGElem_Stonebind 06_KRST.wav",5018296,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 01_KRST.wav",4272462,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 02_KRST.wav",4291182,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 03_KRST.wav",4617312,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 04_KRST.wav",4540302,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 05_KRST.wav",4381902,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 06_KRST.wav",4067982,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 07_KRST.wav",4430388,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 08_KRST.wav",4444332,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 09_KRST.wav",4463262,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 10_KRST.wav",5061582,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 11_KRST.wav",4463898,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 12_KRST.wav",4433022,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Summoner Tempest/MAGSpel_Summoner Tempest 13_KRST.wav",5411502,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 01_KRST.wav",6615944,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 02_KRST.wav",6909704,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 03_KRST.wav",6519944,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 04_KRST.wav",7356104,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 05_KRST.wav",6797624,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 06_KRST.wav",6500282,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 07_KRST.wav",6830024,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 08_KRST.wav",5252540,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 09_KRST.wav",7167944,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Twilight Fang/MAGSpel_Twilight Fang 10_KRST.wav",8734606,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vital Grace/MAGShim_Vital Grace 01_KRST.wav",5552788,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vital Grace/MAGShim_Vital Grace 02_KRST.wav",5178148,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vital Grace/MAGShim_Vital Grace 03_KRST.wav",5535268,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vital Grace/MAGShim_Vital Grace 04_KRST.wav",5306788,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 01_KRST.wav",5707236,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 02_KRST.wav",6193666,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 03_KRST.wav",6632692,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 04_KRST.wav",8770528,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 05_KRST.wav",6919352,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 06_KRST.wav",6232684,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 07_KRST.wav",5962012,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 08_KRST.wav",5876422,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 09_KRST.wav",6278482,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 10_KRST.wav",7779974,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 11_KRST.wav",5966866,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 12_KRST.wav",5978500,deleted
remove,"sfx/magic/general/Spells Variations Vol 4/Vitalis Current/MAGSpel_Vitalis Current 13_KRST.wav",7742650,deleted
remove,"sfx/magic/water/10.Water_Shield/Water_Shield.wav",173522,deleted
remove,"sfx/monster/attack/monsters/Attack_HighInstensity_01_WithEcho.wav",353932,deleted
remove,"sfx/monster/attack/monsters/Attack_HighInstensity_02_WithEcho.wav",398038,deleted
remove,"sfx/monster/attack/monsters/Attack_HighInstensity_03_WithEcho.wav",398038,deleted
remove,"sfx/monster/attack/monsters/Attack_HighInstensity_04_WithEcho.wav",398040,deleted
remove,"sfx/monster/attack/monsters/Attack_HighInstensity_05_WithEcho.wav",260282,deleted
remove,"sfx/monster/attack/monsters/Attack_MediumInstensity_01_WithEcho.wav",209220,deleted
remove,"sfx/monster/attack/monsters/Attack_MediumInstensity_02_WithEcho.wav",251716,deleted
remove,"sfx/monster/attack/monsters/Attack_MediumInstensity_03_WithEcho.wav",238210,deleted
remove,"sfx/monster/attack/monsters/Attack_MediumInstensity_04_WithEcho.wav",385998,deleted
remove,"sfx/monster/attack/monsters/Attack_MediumInstensity_05_WithEcho.wav",393058,deleted
remove,"sfx/monster/attack/monsters/Attack_Quick_01_WithEcho.wav",210612,deleted
remove,"sfx/monster/attack/monsters/Attack_Quick_02_WithEcho.wav",188562,deleted
remove,"sfx/monster/attack/monsters/Attack_Quick_03_WithEcho.wav",236332,deleted
remove,"sfx/monster/attack/monsters/Attack_Quick_05_WithEcho.wav",206934,deleted
remove,"sfx/monster/breath/monsters/FastBreathing_01_WithEcho.wav",1803180,deleted
remove,"sfx/monster/breath/monsters/FastBreathing_02_WithEcho.wav",1351482,deleted
remove,"sfx/monster/breath/monsters/FastBreathing_03_WithEcho.wav",1782858,deleted
remove,"sfx/monster/breath/monsters/SlowBreathing_01_WithEcho.wav",1851890,deleted
remove,"sfx/monster/breath/monsters/SlowBreathing_02_WithEcho.wav",1785348,deleted
remove,"sfx/monster/breath/monsters/SlowBreathing_03_WithEcho.wav",3076992,deleted
remove,"sfx/monster/death/monsters/Death_01_WithEcho.wav",312936,deleted
remove,"sfx/monster/death/monsters/Death_02_WithEcho.wav",430374,deleted
remove,"sfx/monster/death/monsters/Death_03_WithEcho.wav",336674,deleted
remove,"sfx/monster/footstep/monsters/Footstep_01_WithEcho.wav",200176,deleted
remove,"sfx/monster/footstep/monsters/Footstep_02_WithEcho.wav",177526,deleted
remove,"sfx/monster/footstep/monsters/Footstep_03_WithEcho.wav",213836,deleted
remove,"sfx/monster/footstep/monsters/Footstep_04_WithEcho.wav",210590,deleted
remove,"sfx/monster/footstep/monsters/Footstep_05_WithEcho.wav",219778,deleted
remove,"sfx/monster/footstep/monsters/Footstep_06_WithEcho.wav",223354,deleted
remove,"sfx/monster/footstep/monsters/Footstep_07_WithEcho.wav",248694,deleted
remove,"sfx/monster/footstep/monsters/Footstep_08_WithEcho.wav",224458,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_01_WithEcho.wav",183754,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_02_WithEcho.wav",181462,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_03_WithEcho.wav",240428,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_04_WithEcho.wav",245998,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_05_WithEcho.wav",245846,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_06_WithEcho.wav",227470,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Earth_07_WithEcho.wav",278884,deleted
remove,"sfx/monster/footstep/monsters/Footstep_Landing_WithEcho.wav",200478,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_01.wav",180092,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_02.wav",115396,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_03.wav",123924,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_With_Caw_01.wav",180092,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_With_Caw_02.wav",163008,deleted
remove,"sfx/monster/general/files/1.Attack_Quick/Attack_Quick_With_Caw_03.wav",178308,deleted
remove,"sfx/monster/general/files/10.Growl_with_Slobber/Growl_with_Slobber_01.wav",298794,deleted
remove,"sfx/monster/general/files/10.Growl_with_Slobber/Growl_with_Slobber_02.wav",267398,deleted
remove,"sfx/monster/general/files/10.Growl_with_Slobber/Growl_with_Slobber_03.wav",297490,deleted
remove,"sfx/monster/general/files/11.Slobber/Slobber_01.wav",396994,deleted
remove,"sfx/monster/general/files/11.Slobber/Slobber_02.wav",343164,deleted
remove,"sfx/monster/general/files/11.Slobber/Slobber_03.wav",378544,deleted
remove,"sfx/monster/general/files/12.Slow_Breathing/Slow_Breathing.wav",502358,deleted
remove,"sfx/monster/general/files/12.Slow_Breathing/Slow_Breathing_Loop.wav",2186826,deleted
remove,"sfx/monster/general/files/13.Fast_Breathing/Fast_Breathing.wav",314146,deleted
remove,"sfx/monster/general/files/13.Fast_Breathing/Fast_Breathing_loop.wav",2210446,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_01.wav",133652,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_02.wav",113072,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_03.wav",116012,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_04.wav",113072,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_With_Caw_01.wav",211560,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_With_Caw_02.wav",211560,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_With_Caw_03.wav",180692,deleted
remove,"sfx/monster/general/files/14.short_Roar/Short_Roar_With_Caw_04.wav",196860,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_01.wav",215924,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_02.wav",211512,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_03.wav",249628,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_04.wav",236504,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_With_Caw_01.wav",368804,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_With_Caw_02.wav",282208,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_With_Caw_03.wav",328196,deleted
remove,"sfx/monster/general/files/15.Long_Roar/Long_Roar_With_Caw_04.wav",354104,deleted
remove,"sfx/monster/general/files/16.Eating_Loop/Eating_Loop.wav",1766126,deleted
remove,"sfx/monster/general/files/17.Eating_Loop_With_Grunts/Eating_Loop_With_Grunts.wav",1766126,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_01.wav",262714,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_02.wav",224144,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_03.wav",244818,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_04.wav",194344,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_With_Caw_01.wav",299462,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_With_Caw_02.wav",272652,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_With_Caw_03.wav",355070,deleted
remove,"sfx/monster/general/files/18.Grunt/Grunt_With_Caw_04.wav",273860,deleted
remove,"sfx/monster/general/files/19.Death/Death_01.wav",204548,deleted
remove,"sfx/monster/general/files/19.Death/Death_02.wav",187908,deleted
remove,"sfx/monster/general/files/19.Death/Death_03.wav",489256,deleted
remove,"sfx/monster/general/files/19.Death/Death_With_Caw_02.wav",252584,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_01.wav",298148,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_02.wav",298148,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_03.wav",242484,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_With_Caw_01.wav",298148,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_With_Caw_02.wav",298148,deleted
remove,"sfx/monster/general/files/2.Attack_Normal/Attack_Normal_With_Caw_03.wav",242484,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_01.wav",134834,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_04.wav",100168,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_With_Caw_01.wav",270074,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_With_Caw_02.wav",168642,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_With_Caw_03.wav",168642,deleted
remove,"sfx/monster/general/files/20.Recieve_Attack_Quick/Recieve_Attack_Quick_With_Caw_04.wav",188368,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_01.wav",131256,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_02.wav",146186,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_03.wav",235854,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_04.wav",163826,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_With_Caw_01.wav",228328,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_With_Caw_02.wav",351588,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_With_Caw_03.wav",247614,deleted
remove,"sfx/monster/general/files/21.Recieve_Attack_Medium/Recieve_Attack_Medium_With_Caw_04.wav",234428,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_01.wav",169094,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_02.wav",191464,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_03.wav",229974,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_04.wav",187388,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_With_Caw_01.wav",525834,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_With_Caw_02.wav",339932,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_With_Caw_03.wav",490166,deleted
remove,"sfx/monster/general/files/22.Recieve_Attack_Long/Recieve_Attack_Long_With_Caw_04.wav",306456,deleted
remove,"sfx/monster/general/files/23.Mutation/Mutation_01.wav",359104,deleted
remove,"sfx/monster/general/files/23.Mutation/Mutation_02.wav",285540,deleted
remove,"sfx/monster/general/files/23.Mutation/Mutation_03.wav",440186,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_01.wav",229960,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_02.wav",248500,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_03.wav",212644,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_With_Blood_01.wav",346088,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_With_Blood_02.wav",380404,deleted
remove,"sfx/monster/general/files/24.Bite/Bite_With_Blood_03.wav",305560,deleted
remove,"sfx/monster/general/files/24.Bite/Complete_Bite_01.wav",351632,deleted
remove,"sfx/monster/general/files/24.Bite/Complete_Bite_02.wav",433284,deleted
remove,"sfx/monster/general/files/24.Bite/Complete_Bite_03.wav",439968,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_01.wav",213292,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_02.wav",159596,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_03.wav",176676,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_04.wav",217400,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_With_Caw_01.wav",410524,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_With_Caw_02.wav",343348,deleted
remove,"sfx/monster/general/files/25.Angry/Angry_With_Caw_03.wav",333256,deleted
